instance_id,repo,shard,rollout_status,rollout_returncode,mini_swe_exit_status,agent_exit_status,patch_present,patch_chars,patch_files,patch_added_lines,patch_deleted_lines,patch_source,discarded_error_patch_chars,trajectory_steps,trajectory_messages,agent_action_steps,model_api_calls,prompt_tokens_total,completion_tokens_total,total_tokens,max_prompt_tokens,final_prompt_tokens,finish_reason_stop,finish_reason_length,finish_reason_other,step_limit,step_limit_utilization,context_limit,context_limit_utilization,commands_executed,commands_succeeded,commands_failed,commands_unknown_returncode,repeated_commands,test_command_steps,edit_command_steps,format_errors,command_timeouts,truncated_observations,submission_step,duration_seconds,seconds_per_action,duration_source,duration_is_estimate,evaluation_status,resolved,evaluation_returncode,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failure_stage,failure_category,failure_reason,failure_evidence,needs_llm_review,trajectory_path,evaluation_report_path
django__django-12774,django/django,shard-1,completed,0,,Submitted,True,41334,17,1188,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-12774/preds.json,,65,130,64,64,869209,11966,881175,24106,24106,64,0,0,200,0.32,65536,0.367828,64,56,7,1,5,1,20,0,0,0,64,372.901,5.826578,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,39,2,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_original_fix.py cleanly. | Applied patch verify_fix.py cleanly. | Applied patch verify_fix_corrected.py cleanly. | warning: squelched 24 whitespace errors | warning: 29 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-12774/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-12774/report.json
django__django-13109,django/django,shard-1,completed,0,,Submitted,True,14229,5,350,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13109/preds.json,,53,106,52,52,675735,9123,684858,22195,22195,52,0,0,200,0.26,65536,0.338669,52,41,10,1,9,0,13,0,0,0,52,270.736,5.206462,mini_swe_start_to_trajectory,True,resolved,True,0,2,0,170,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13109/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13109/report.json
django__django-13297,django/django,shard-1,completed,0,,Submitted,True,27702,9,666,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13297/preds.json,,33,66,32,32,289705,7189,296894,16061,16061,32,0,0,200,0.16,65536,0.245071,32,25,6,1,0,0,10,0,0,0,32,212.174,6.630438,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,50,2,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_simple_fix.py cleanly. | Applied patch test_simple_fix_v2.py cleanly. | Applied patch test_simple_fix_v3.py cleanly. | warning: squelched 71 whitespace errors | warning: 76 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13297/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13297/report.json
django__django-13410,django/django,shard-1,completed,0,,Submitted,True,11305,4,277,4,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13410/preds.json,,11,22,10,10,44510,1812,46322,6172,6172,10,0,0,200,0.05,65536,0.094177,10,9,0,1,0,0,3,0,0,0,10,73.844,7.3844,mini_swe_start_to_trajectory,True,resolved,True,0,2,0,40,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13410/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13410/report.json
django__django-13569,django/django,shard-1,completed,0,,Submitted,True,22254,8,623,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13569/preds.json,,58,116,57,57,809257,10656,819913,25477,25477,57,0,0,200,0.285,65536,0.388748,57,49,7,1,8,0,14,0,0,1,57,335.036,5.877825,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,66,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13569/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13569/report.json
django__django-13809,django/django,shard-1,completed,0,,Submitted,True,15025,9,375,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13809/preds.json,,30,60,29,29,282253,5031,287284,15602,15602,29,0,0,200,0.145,65536,0.238068,29,25,3,1,1,0,9,0,0,0,29,167.266,5.767793,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,243,2,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch testproject/testproject/__init__.py cleanly. | Applied patch testproject/testproject/asgi.py cleanly. | Applied patch testproject/testproject/settings.py cleanly. | Applied patch testproject/testproject/urls.py cleanly. | Applied patch testproject/testproject/wsgi.py cleanly. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-13809/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13809/report.json
django__django-14007,django/django,shard-1,completed,0,,Submitted,True,26615,11,768,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14007/preds.json,,55,110,54,54,699146,9050,708196,23302,23302,54,0,0,200,0.27,65536,0.35556,54,50,3,1,3,0,14,0,0,0,54,293.49,5.435,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,12,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_edge_cases.py cleanly. | Applied patch test_original_with_mock.py cleanly. | Applied patch test_with_mock_backend.py cleanly. | warning: squelched 19 whitespace errors | warning: 24 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14007/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14007/report.json
django__django-14155,django/django,shard-1,completed,0,,Submitted,True,8699,2,188,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14155/preds.json,,15,30,14,14,75322,2608,77930,7903,7903,14,0,0,200,0.07,65536,0.12059,14,13,0,1,1,0,6,0,0,1,14,101.614,7.258143,mini_swe_start_to_trajectory,True,unresolved,False,0,0,3,89,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Checking patch django/urls/resolvers.py... | Checking patch edit_via_str_replace... | Applied patch django/urls/resolvers.py cleanly. | Applied patch edit_via_str_replace cleanly. | warning: 5 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14155/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14155/report.json
django__django-14376,django/django,shard-1,completed,0,,Submitted,True,11738,4,276,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14376/preds.json,,20,40,19,19,117227,2664,119891,9108,9108,19,0,0,200,0.095,65536,0.138977,19,17,1,1,1,0,3,0,0,1,19,97.688,5.141474,mini_swe_start_to_trajectory,True,unresolved,False,0,0,3,6,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch edit_via_str_replace cleanly. | Applied patch test_mysql_fix.py cleanly. | Applied patch verify_fix.py cleanly. | warning: squelched 9 whitespace errors | warning: 14 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14376/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14376/report.json
django__django-14580,django/django,shard-1,completed,0,,Submitted,True,7609,2,171,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14580/preds.json,,65,130,64,64,980141,12281,992422,26883,26883,64,0,0,200,0.32,65536,0.410202,64,53,10,1,13,3,19,0,0,1,64,377.173,5.893328,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,49,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14580/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14580/report.json
django__django-14787,django/django,shard-1,completed,0,,Submitted,True,19742,12,478,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14787/preds.json,,86,172,85,85,1583143,14011,1597154,29607,29607,85,0,0,200,0.425,65536,0.451767,85,71,13,1,26,0,41,0,0,0,85,427.024,5.023812,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,16,4,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_original_with_robust_logger.py cleanly. | Applied patch test_update_wrapper.py cleanly. | Applied patch test_wraps.py cleanly. | warning: squelched 4 whitespace errors | warning: 9 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-14787/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14787/report.json
django__django-15103,django/django,shard-1,completed,0,,Submitted,True,15061,7,366,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15103/preds.json,,23,46,22,22,113491,3405,116896,8850,8850,22,0,0,200,0.11,65536,0.13504,22,19,2,1,0,1,6,0,0,0,22,125.475,5.703409,mini_swe_start_to_trajectory,True,resolved,True,0,2,0,17,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15103/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-15103/report.json
django__django-15278,django/django,shard-1,completed,0,,Submitted,True,38652,13,1073,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15278/preds.json,,91,182,90,90,2622565,20044,2642609,53371,53371,90,0,0,200,0.45,65536,0.814377,90,82,7,1,17,0,36,0,0,2,90,656.63,7.295889,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,137,1,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_final.py cleanly. | Applied patch test_fix.py cleanly. | Applied patch verify_fix.py cleanly. | warning: squelched 92 whitespace errors | warning: 97 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15278/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-15278/report.json
django__django-15499,django/django,shard-1,completed,0,,Submitted,True,8246,2,189,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15499/preds.json,,37,74,36,36,369058,5168,374226,16761,16761,36,0,0,200,0.18,65536,0.255753,36,33,2,1,3,0,7,0,0,1,36,169.592,4.710889,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,35,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15499/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-15499/report.json
django__django-15629,django/django,shard-1,completed,0,,Submitted,True,38217,7,856,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15629/preds.json,,71,142,70,70,1478274,16169,1494443,39788,39788,70,0,0,200,0.35,65536,0.607117,70,56,13,1,8,0,20,0,0,1,70,521.875,7.455357,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,115,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_collation_fix.py cleanly. | Applied patch test_migration_sql.py cleanly. | Applied patch validate_fix.py cleanly. | warning: squelched 83 whitespace errors | warning: 88 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15629/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-15629/report.json
django__django-15916,django/django,shard-1,completed,0,,Submitted,True,21918,7,559,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15916/preds.json,,37,74,36,36,403981,7720,411701,19425,19425,36,0,0,200,0.18,65536,0.296402,36,29,6,1,5,0,10,0,0,0,36,263.214,7.3115,mini_swe_start_to_trajectory,True,unresolved,False,0,1,1,147,2,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_edge_cases.py cleanly. | Applied patch test_final_verification.py cleanly. | Applied patch test_issue.py cleanly. | Applied patch test_pr_example.py cleanly. | warning: 5 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-15916/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-15916/report.json
django__django-16116,django/django,shard-1,completed,0,,Submitted,True,29809,9,789,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16116/preds.json,,42,84,41,41,461913,7687,469600,19674,19674,41,0,0,200,0.205,65536,0.300201,41,33,7,1,0,1,8,0,0,2,41,260.466,6.352829,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,137,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16116/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-16116/report.json
django__django-16333,django/django,shard-1,completed,0,,Submitted,True,25122,9,695,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16333/preds.json,,39,78,38,38,348941,6762,355703,18194,18194,38,0,0,200,0.19,65536,0.277618,38,32,5,1,0,2,9,0,0,2,38,234.077,6.159921,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,87,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16333/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-16333/report.json
django__django-16569,django/django,shard-1,completed,0,,Submitted,True,10551,4,257,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16569/preds.json,,15,30,14,14,70587,1763,72350,7163,7163,14,0,0,200,0.07,65536,0.109299,14,13,0,1,2,0,3,0,0,0,14,85.894,6.135286,mini_swe_start_to_trajectory,True,resolved,True,0,2,0,111,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16569/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-16569/report.json
django__django-16801,django/django,shard-1,completed,0,,Submitted,True,27212,9,658,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16801/preds.json,,31,62,30,30,329691,6150,335841,19012,19012,30,0,0,200,0.15,65536,0.2901,30,23,6,1,1,1,8,0,0,3,30,246.935,8.231167,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,17,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-16801/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-16801/report.json
django__django-17084,django/django,shard-1,completed,0,,Submitted,True,32880,9,878,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-17084/preds.json,,63,126,62,62,1138348,13326,1151674,33182,33182,62,0,0,200,0.31,65536,0.506317,62,55,6,1,10,1,17,0,0,1,62,498.626,8.042355,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,107,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_sql_generation.py cleanly. | Applied patch test_window_contains.py cleanly. | Applied patch verify_fix.py cleanly. | warning: squelched 78 whitespace errors | warning: 83 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-1/trajectories/django__django-17084/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-17084/report.json
