instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
django-money__django-money.835c1ab8.func_basic__3fyzeymg,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,1725000801,completed,True,18014,64,31,243520,4887,248407,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__3fyzeymg/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__3fyzeymg/django-money__django-money.835c1ab8.func_basic__3fyzeymg/django-money__django-money.835c1ab8.func_basic__3fyzeymg.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_basic__3fyzeymg/report.json
django-money__django-money.835c1ab8.func_basic__vaj8hekd,swesmith/django-money__django-money.835c1ab8,shard-4,0,0.0,0,623019063,completed,True,7567,68,33,270696,3357,274053,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__vaj8hekd/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__vaj8hekd/django-money__django-money.835c1ab8.func_basic__vaj8hekd/django-money__django-money.835c1ab8.func_basic__vaj8hekd.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_basic__vaj8hekd/report.json
django-money__django-money.835c1ab8.func_basic__xal03fhp,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,179162968,completed,True,7874,46,22,180778,2795,183573,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__xal03fhp/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_basic__xal03fhp/django-money__django-money.835c1ab8.func_basic__xal03fhp/django-money__django-money.835c1ab8.func_basic__xal03fhp.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_basic__xal03fhp/report.json
django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu,swesmith/django-money__django-money.835c1ab8,shard-4,0,0.0,0,69120402,completed,True,8225,66,32,312508,6627,319135,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu/django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu/django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__afos7cdu/report.json
django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc,swesmith/django-money__django-money.835c1ab8,shard-2,0,0.0,0,1124668144,completed,True,17655,54,26,293265,6148,299413,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc/django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc/django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_pm_remove_assign__966fgfrc/report.json
django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175,swesmith/django-money__django-money.835c1ab8,shard-5,0,0.0,0,1298945075,completed,True,29364,106,52,831319,13543,844862,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175/django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175/django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.func_pm_remove_cond__5h6xi175/report.json
django-money__django-money.835c1ab8.lm_rewrite__v5cndhkm,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,1729206237,model_terminated,False,0,112,55,980015,12585,992600,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.lm_rewrite__v5cndhkm/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.lm_rewrite__v5cndhkm/django-money__django-money.835c1ab8.lm_rewrite__v5cndhkm/django-money__django-money.835c1ab8.lm_rewrite__v5cndhkm.traj.json,
django__daphne.32ac73e1.combine_file__6ei5im05,swesmith/django__daphne.32ac73e1,shard-4,0,0.0,0,1496836889,completed,True,29154,80,39,424656,11480,436136,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django__daphne.32ac73e1.combine_file__6ei5im05/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/django__daphne.32ac73e1.combine_file__6ei5im05/django__daphne.32ac73e1.combine_file__6ei5im05/django__daphne.32ac73e1.combine_file__6ei5im05.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django__daphne.32ac73e1.combine_file__6ei5im05/report.json
django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w,swesmith/django__daphne.32ac73e1,shard-3,0,0.0,0,1375116540,completed,True,7487,58,28,238014,4509,242523,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w/django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w/django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django__daphne.32ac73e1.func_pm_remove_assign__ruw03l2w/report.json
pandas-dev__pandas.95280573.combine_file__a1eww6g6,swesmith/pandas-dev__pandas.95280573,shard-3,0,0.0,0,1028578625,model_terminated,False,0,92,45,934636,6408,941044,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__a1eww6g6/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__a1eww6g6/pandas-dev__pandas.95280573.combine_file__a1eww6g6/pandas-dev__pandas.95280573.combine_file__a1eww6g6.traj.json,
pandas-dev__pandas.95280573.combine_file__d20m1tdx,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,40732219,completed,True,9655,50,24,247886,2955,250841,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__d20m1tdx/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__d20m1tdx/pandas-dev__pandas.95280573.combine_file__d20m1tdx/pandas-dev__pandas.95280573.combine_file__d20m1tdx.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_file__d20m1tdx/report.json
pandas-dev__pandas.95280573.combine_file__mtuy10j5,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,774922822,completed,True,15984,84,41,572792,5405,578197,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__mtuy10j5/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__mtuy10j5/pandas-dev__pandas.95280573.combine_file__mtuy10j5/pandas-dev__pandas.95280573.combine_file__mtuy10j5.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_file__mtuy10j5/report.json
pandas-dev__pandas.95280573.combine_file__v9egey4x,swesmith/pandas-dev__pandas.95280573,shard-5,0,0.0,0,1909824477,completed,True,12713,44,21,252721,3334,256055,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__v9egey4x/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_file__v9egey4x/pandas-dev__pandas.95280573.combine_file__v9egey4x/pandas-dev__pandas.95280573.combine_file__v9egey4x.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_file__v9egey4x/report.json
pandas-dev__pandas.95280573.combine_module__mk735vnc,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,432313651,completed,True,10670,84,41,708590,3443,712033,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__mk735vnc/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__mk735vnc/pandas-dev__pandas.95280573.combine_module__mk735vnc/pandas-dev__pandas.95280573.combine_module__mk735vnc.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_module__mk735vnc/report.json
pandas-dev__pandas.95280573.combine_module__muwu7hpz,swesmith/pandas-dev__pandas.95280573,shard-0,0,0.0,0,1677414349,completed,True,16699,44,21,227978,4134,232112,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__muwu7hpz/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__muwu7hpz/pandas-dev__pandas.95280573.combine_module__muwu7hpz/pandas-dev__pandas.95280573.combine_module__muwu7hpz.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_module__muwu7hpz/report.json
pandas-dev__pandas.95280573.combine_module__z8qkz280,swesmith/pandas-dev__pandas.95280573,shard-3,0,0.0,0,516167329,completed,True,20367,54,26,312732,4932,317664,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__z8qkz280/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.combine_module__z8qkz280/pandas-dev__pandas.95280573.combine_module__z8qkz280/pandas-dev__pandas.95280573.combine_module__z8qkz280.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.combine_module__z8qkz280/report.json
pandas-dev__pandas.95280573.func_pm_class_rm_funcs__9k8jta6g,swesmith/pandas-dev__pandas.95280573,shard-3,0,0.0,0,1456020073,model_terminated,False,0,98,48,927705,8100,935805,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__9k8jta6g/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__9k8jta6g/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__9k8jta6g/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__9k8jta6g.traj.json,
pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,759503767,completed,True,18906,58,28,238598,4622,243220,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__acfl2wuy/report.json
pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719,swesmith/pandas-dev__pandas.95280573,shard-7,0,0.0,0,280563509,completed,True,12312,86,42,582810,4820,587630,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__foba9719/report.json
pandas-dev__pandas.95280573.func_pm_class_rm_funcs__u1amrv9w,swesmith/pandas-dev__pandas.95280573,shard-0,0,0.0,0,549156739,model_terminated,False,0,92,45,807716,4978,812694,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__u1amrv9w/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__u1amrv9w/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__u1amrv9w/pandas-dev__pandas.95280573.func_pm_class_rm_funcs__u1amrv9w.traj.json,
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,2013325206,completed,True,16167,58,28,329303,3579,332882,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__0o3pm6o4/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,1960974,completed,True,11180,36,17,142105,2307,144412,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__3gw7uk17/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,338407113,completed,True,16911,98,48,764654,10179,774833,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__47ssdi7p/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0,swesmith/pandas-dev__pandas.95280573,shard-4,0,0.0,0,190795803,completed,True,12796,56,27,333026,4394,337420,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-4/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__4soo00e0/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8,swesmith/pandas-dev__pandas.95280573,shard-2,0,0.0,0,516832653,completed,True,15067,104,51,897376,6289,903665,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6j969rx8/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv,swesmith/pandas-dev__pandas.95280573,shard-7,0,0.0,0,1330966879,completed,True,22473,68,33,485479,5898,491377,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__6o73smtv/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7,swesmith/pandas-dev__pandas.95280573,shard-5,0,0.0,0,1270111494,completed,True,13884,54,26,260779,4050,264829,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__78h9g9q7/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy,swesmith/pandas-dev__pandas.95280573,shard-2,0,0.0,0,258280958,completed,True,15908,48,23,266096,3926,270022,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__hiqlu8jy/report.json
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph,swesmith/pandas-dev__pandas.95280573,shard-3,0,0.0,0,1657928709,completed,True,12009,80,39,560574,4301,564875,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__m075ggph/report.json
